CLINIC,ADDRESS,PHONE,EMAIL
"Clinic for Smile, s.r.o.",Dubová 248/1 360 04 Karlovy Vary,,
Clinic+ Medical Group s.r.o.,Vršovická 1461/64 101 00 Praha 10Tel.:  774 528 763E-mail:  alekaev@cinicplus.cz,  774 528 763,  alekaev@cinicplus.cz
CLINICA BOHEMICA s.r.o.,K Hrnčířům 25 149 00 Praha 4 - ŠeberovTel.:  607037172E-mail:  ordinace@ambicare.eu,  607037172,  ordinace@ambicare.eu
Cobyzub s.r.o.,Potštátská 1085 753 01 Hranice I-Město,,
Codental s.r.o.,Jabloňová 2992/8 106 00 Praha 10Tel.:  267295368,  267295368,
"CODUM, s.r.o.",Soukalova 3355 143 00 Praha 4Tel.:  241047227,  241047227,
COMPLETE Implantologie s.r.o.,Antala Staška 80 140 00 Praha 4,,
Complexdental s.r.o.,Pod Všemi svatými 1653/48 301 00 PlzeňTel.:  775324735,  775324735,
"ConfiDental, spol. s r.o.",U Dvou srpů 2024/2 150 00 Praha 5Tel.:  724000359E-mail:  dr.vasylevska@seznam.cz,  724000359,  dr.vasylevska@seznam.cz
COOL LOOK s.r.o.,Dobrovského 1074/40 170 00 Praha 7 - HolešoviceTel.:  725961588E-mail:  recepce@cool-look.cz,  725961588,  recepce@cool-look.cz
Crystaldent s.r.o.,Klánovická 601/40 198 00 Praha 9Tel.:  720376253,  720376253,
CSDC Praha s.r.o.,Českomoravská 2420/15a 190 00 Praha 9E-mail:  recepce.harfa@csdc.cz,,  recepce.harfa@csdc.cz
CSDC Praha s.r.o.,Řevnická 121/1 155 21 Praha 5Tel.:  703141414E-mail:  recepce.zlicin@csdc.cz,  703141414,  recepce.zlicin@csdc.cz
CTP Dent s.r.o.,Třída 9. května 161 380 01 Dačice,,
Curatio dentium s.r.o.,Šternberská 494 783 91 UničovTel.:  585051451,  585051451,
Curativa.stom s.r.o.,Horní nám. 26 779 00 OlomoucTel.:  585229155E-mail:  krskova.m@centrum.cz,  585229155,  krskova.m@centrum.cz
"Czolko, s.r.o.","Bechyňova 2571/3 160 00 Praha 6Tel.:  234606153, 721247993E-mail:  dczolkova@gmail.cz","  234606153, 721247993",  dczolkova@gmail.cz
CZUB zdravotní s.r.o.,Svat. Čecha 1365 688 01 Uherský BrodTel.:  572655910,  572655910,
Č & Č dent s.r.o.,Smetanova 1057 755 01 VsetínTel.:  601572699,  601572699,
Česká nemocniční s.r.o.,Na Slupi 448/2 128 00 Praha 2Tel.:  221969370,  221969370,
Česká nemocniční s.r.o.,Údolní 316/94 142 00 Praha 4,,
Česká průmyslová zdravotní pojišťovna,Jeremenkova 11 703 00 Ostrava - Vítkovice,,
Česká průmyslová zdravotní pojišťovna,Erbenova 263/11 779 00 Olomouc,,
Český zubař s.r.o.,Jílová 140/29b 639 00 BrnoTel.:  608540099,  608540099,
ČR OSK Litoměřice, ,,
ČSZ s.r.o.,Senovážné nám. 248/2 370 01 České Budějovice,,
D.A.H. stomatologie s.r.o.,B. Němcové 442 543 71 Hostinné,,
D.C.M klinika s.r.o.,V Kopečku 76/10 500 03 Hradec Králové,,
D2 plus s.r.o.,K Hrnčířům 25 149 00 Praha 4,,
D32 s.r.o.,"Rohanské nábřeží 661/5 186 00 Praha 8 - KarlínTel.:  273130160, 604442442E-mail:  info@drstuchlik.cz","  273130160, 604442442",  info@drstuchlik.cz
D8Dent s.r.o.,Švermova 1152/32 412 01 LitoměřiceTel.:  416735113,  416735113,
Dafrodent s.r.o.,Na Sadech 1864/23 370 01 České BudějoviceTel.:  386356020,  386356020,
DAGDENT s.r.o.,Čumpelíkova 1764/2 182 00 Praha 8Tel.:  286592046,  286592046,
DaJOBoldent s.r.o.,1. máje 883/59 747 23 BolaticeTel.:  553655063,  553655063,
DaliDENT s.r.o.,Lesnická 1802/11 613 00 Brno,,
D-ALKER s.r.o.,Moskevská 508 434 01 MostTel.:  476104035,  476104035,
"Dama - Stom, s.r.o.",tř. Václava Klementa 869 293 01 Mladá Boleslav,,
DAMI Smile s.r.o.,Antonínova 4465 760 01 ZlínTel.:  577217372,  577217372,
DANGLART Services s.r.o.,Sportovců 2457 272 01 Kladno,,
"DANGLART, s.r.o.",Tychonova 44/3 160 00 Praha 6,,
Dantex stomatologie s.r.o.,Družstevní 815 561 51 Letohrad,,
DAPODENT s.r.o.,Antonínova 4465 760 01 ZlínTel.:  577217378,  577217378,
DARIDENT s.r.o.,"Železniční 887/1 360 05 Karlovy Vary 5Tel.:  607 849 645, 608233760E-mail:  daridents@seznam.cz","  607 849 645, 608233760",  daridents@seznam.cz
DATFIN s.r.o.,"Prvního pluku 12a 186 00 Praha 8 - KarlínTel.:  222317256, 605254126","  222317256, 605254126",
DB clinic Praha s.r.o.,Balbínova 392/4 120 00 Praha,,
DDent s.r.o.,Bělohorská 41 169 00 Praha 6Tel.:  233355092,  233355092,
DDent s.r.o.,Na Pískách 948/138 160 00 Praha 6Tel.:  233355092,  233355092,
DEARDENT s.r.o.,Litomyšlská 590 560 02 Česká Třebová 2,,
DEC-Dent s.r.o.,Dvořákova 749 432 01 Kadaň,,
Declin s.r.o.,"Bašteckého 2542/16 155 00 Praha 5Tel.:  251626238E-mail:  declin@seznam.cz, info@declin.cz",  251626238,"  declin@seznam.cz, info@declin.cz"
Deemyad Smile Design Studio s.r.o.,Purkyňova 1082/35 301 00 Plzeň,,
Dejvice Dent s.r.o.,Lyčkovo náměstí 472/8 186 00 Praha 8Tel.:  774 541 475E-mail:  dentalsuiteKarlin@gmail.com,  774 541 475,  dentalsuiteKarlin@gmail.com
DekaDent s.r.o.,Kvasiny 145 517 02 KvasinyTel.:  771 155 445E-mail:  dekadent.stomatologie@gmail.com,  771 155 445,  dekadent.stomatologie@gmail.com
DekaDent s.r.o.,Sázavská 427 582 81 Habry,,
Delain s.r.o.,Pštrossova 206/3 110 00 Praha 1,,
Delta - S s.r.o.,Hvězdova 1073/33 140 00 Praha 4,,
DeltaDental s.r.o.,Pavla Křížkovského 158 747 62 Mokré Lazce,,
Dencare a.s.,Mazurská 484/2 181 00 Praha 8Tel.:  731899009,  731899009,
DENIKA s.r.o.,K Zahrádkám 36 155 00 Praha 5Tel.:  235516464,  235516464,
DENMED s.r.o.,Plaňanská 573/1 108 00 Praha 10,,
DENS caninus s.r.o.,náměstí 13. prosince 1197/22 664 12 Oslavany,,
"DENS caninus, s.r.o.","Horní náměstí 516 378 81 SlavoniceTel.:  384396167, 602673439","  384396167, 602673439",
Dens in dente s.r.o.,Moravská 619 768 11 Chropyně,,
DENS ORDINACE s.r.o.,Dlouhá 521/34 779 00 OlomoucTel.:  725044949,  725044949,
"Dens, spol. s r.o.",Petra Fastra 260 251 01 Říčany u Prahy 1,,
Densalix s.r.o.,Horní Valy 2536 688 01 Uherský Brod,,
Densantim s.r.o.,K Milíčovu 674/2 149 00 Praha 4,,
DenSmileBrno s.r.o.,Josefská 573/21 602 00 BrnoTel.:  542213664,  542213664,
"DENSYN, s.r.o.",Houškova 26 320 20 PlzeňTel.:  777594851,  777594851,
DENT - Janského s.r.o.,Janského 463/24 779 00 OlomoucTel.:  585418376,  585418376,
DENT - KŠÍROVA s.r.o.,Kšírova 128/214 619 00 BrnoTel.:  543251557,  543251557,
DENT 11 s.r.o.,Vodnická 531/44 149 00 Praha 4Tel.:  222369169E-mail:  info@dent11.cz,  222369169,  info@dent11.cz
Dent 22 s.r.o.,Nové náměstí 1440/2a 104 00 Praha 10Tel.:  774257354E-mail:  info@dent22.cz,  774257354,  info@dent22.cz
Dent A T s.r.o.,Edisonova 376/13 109 00 Praha 10Tel.:  271962356E-mail:  Dentateclova@seznam.cz ,  271962356,  Dentateclova@seznam.cz 
DENT ART s.r.o.,Klánovická 487 198 00 Praha 9Tel.:  281860115,  281860115,
DENT ART s.r.o.,Revoluční 13 250 92 Šestajovice,,
Dent Aura s.r.o.,Krškova 807/21 152 00 Praha 5,,
DENT AVE s.r.o.,Náchodská 3333 390 03 TáborTel.:  732602275E-mail:  a.ouli@seznam.cz,  732602275,  a.ouli@seznam.cz
DENT CLINIC s.r.o.,U Rybníčku 3969 580 01 Havlíčkův BrodTel.:  569431530,  569431530,
Dent Eliášova s.r.o.,Eliášova 921/19 160 00 Praha 6Tel.:  233344337,  233344337,
Dent K s.r.o.,Havlíčkova 168 533 04 SezemiceTel.:  466930385,  466930385,
DENT MEDIKA s. r. o.,Syllabova 450 257 51 Bystřice,,
DENT Pelhřimov s.r.o.,Osvobození 1881 393 01 Pelhřimov,,
"DENT Petrovice, s.r.o.",Kartouzská 204/6 150 00 Praha 5Tel.:  257210337,  257210337,
Dent Plzeň s.r.o.,Sokolovská 2036/80b 323 00 PlzeňTel.:  377524741,  377524741,
Dent Pro Medical s.r.o.,Vondřichova 1499 293 01 Mladá Boleslav III,,
DENT Profi s.r.o.,Československé armády 1566/2 470 01 Česká Lípa,,
DENT Profi s.r.o.,Ohmova 271/2 109 00 Praha 10,,
Dent Tar s.r.o.,Smila Osovského 35/20 674 01 TřebíčTel.:  568421601E-mail:  katerinatarasova@seznam.cz,  568421601,  katerinatarasova@seznam.cz
DENT32 s.r.o.,Na Hliništi 2021/32 586 01 JihlavaTel.:  567309163E-mail:  dent32jihlava@gmail.com,  567309163,  dent32jihlava@gmail.com
dent4you s.r.o.,"Nádražní 728/9a 466 01 Jablonec nad NisouTel.:  483313511, 603533379E-mail:  recepce@dent4you.cz","  483313511, 603533379",  recepce@dent4you.cz
DENTA - VITA s.r.o.,Archeologická 2636/3 155 00 Praha 5Tel.:  251610625E-mail:  info@dentalniklinika24.eu,  251610625,  info@dentalniklinika24.eu
DENTA -Centrum zubní péče s.r.o.,Spojenců 2130/9 323 00 PlzeňTel.:  +420 731 658 766E-mail:  denta@email.cz,  +420 731 658 766,  denta@email.cz
DENTA Clinik spol. s r.o.,Chomutovická 1444/2 149 00 Praha 4Tel.:  725375555E-mail:  denta@post.cz,  725375555,  denta@post.cz
DENTA Comfort Orto s.r.o.,Havlíčkova 789/7 767 01 Kroměříž,,
DENTA Comfort s.r.o.,Havlíčkova 789/7 767 01 KroměřížTel.:  573331880E-mail:  opg.ordinace@seznam.cz,  573331880,  opg.ordinace@seznam.cz
DENTA MEDICAL s.r.o.,Doležalova 1021 198 00 Praha 9Tel.:  733480950E-mail:  mdental@gmail.com,  733480950,  mdental@gmail.com
DENTA MEDICAL s.r.o.,Lyčkovo náměstí 472/8 186 00 Praha 8,,
Denta RF s.r.o.,Anenská 59/28 602 00 Brno,,
DentAB s.r.o.,Bechyňova 2571/3 160 00 Praha 6Tel.:  233320346,  233320346,
DENTABENE s.r.o.,"8. pěšího pluku 85 738 01 Frýdek-MístekTel.:  558432705, 558436415","  558432705, 558436415",
DentAdel Medical s.r.o.,Budovatelská 810 742 13 Studénka - Butovice,,
DENTAEXPRESS s.r.o.,Msgre. B. Staška 2 344 01 DomažliceTel.:  379423494E-mail:  dentaexpress@seznam.cz,  379423494,  dentaexpress@seznam.cz
dentail s.r.o.,alej Svobody 1397/29a 323 00 Plzeň - Severní Předměstí,,
DENTAIRE S.R.O.,6. května 591 768 61 Bystřice pod Hostýnem,,
Dental & Esthetic Clinic s.r.o.,Těšnov 1163/5 110 00 Praha 1Tel.:  776674096,  776674096,
Dental Academy s.r.o.,Skřivánčí 2525/37 352 01 Aš,,
Dental Bros s.r.o.,Mostní 73 280 02 KolínTel.:  602 337 487E-mail:  info@dentalbros.cz,  602 337 487,  info@dentalbros.cz
Dental care & Beauty s.r.o.,Šternberská 494 783 91 Uničov,,
DENTAL CARE CLINIC s.r.o.,Vtelenská 1331 434 01 MostTel.:  774779900,  774779900,
Dental Care Jih s.r.o.,Stradonická 2296/10 370 01 České BudějoviceTel.:  608110000E-mail:  info@dentalcarecb.cz,  608110000,  info@dentalcarecb.cz
Dental Centrum Cheb s.r.o.,Sládkova 159/1 350 02 Cheb,,
"DENTAL CONSULTING, s.r.o.","Melantrichova 504/5 110 00 Praha 1Tel.:  224235160, 224238962, 607864771","  224235160, 224238962, 607864771",
Dental Cura s.r.o.,Hybešova 200/6 779 00 OlomoucTel.:  585314026,  585314026,
DENTAL DAD s.r.o.,Všebořická 390/25 400 01 Ústí nad LabemTel.:  472741580,  472741580,
Dental Estetik s.r.o.,Blanenská 982/15 664 34 Kuřim,,
Dental factory s.r.o.,U Plovárny 1504 688 01 Uherský Brod,,
DENTAL FAMILY s.r.o.,Karla Čapka 1986/11 415 01 TepliceTel.:  777782294E-mail:  porro.int@email.cz,  777782294,  porro.int@email.cz
Dental G&G s.r.o.,Janského 1669/2 735 06 Karviná,,
Dental H plus s.r.o.,Dubová 3322/4 723 00 Ostrava,,
Dental Help Brno s.r.o.,Skorkovského 2644/58 636 00 BrnoTel.:  541174285,  541174285,
Dental Home s.r.o.,K Nemocnici 172/26 741 01 Nový Jičín,,
DENTAL IMAGE s.r.o.,Kosmická 537 149 00 Praha 4Tel.:  608956530,  608956530,
DENTAL KLINIK MRÁZ s.r.o.,Roudenská 523/31 370 01 České Budějovice,,
DENTAL KLINIK s.r.o.,Náměstí 65 382 73 Vyšší BrodTel.:  370746276,  370746276,
Dental LS s.r.o.,Dolní Česká 313/1 669 02 ZnojmoE-mail:  dentalls@seznam.cz,,  dentalls@seznam.cz
Dental Management s.r.o.,Koněvova 98/198 130 00 Praha 3,,
DENTAL MEDIA GROUP s.r.o.,V Zářezu 902/2 158 00 Praha 5Tel.:  777212070,  777212070,
DENTAL MEDICA PALMOVKA s.r.o.,Sokolovská 2170/161 180 00 Praha 8Tel.:  284822207,  284822207,
"DENTAL MEDICINE, k.s.",Ostrožná 233/40 746 01 OpavaTel.:  596112285E-mail:  sestra1@dentalmedicine.cz,  596112285,  sestra1@dentalmedicine.cz
Dental MR s.r.o.,Slovanská 887/122 326 00 Plzeň,,
Dental Národní s.r.o.,Národní 40/34 110 00 Praha 1,,
Dental Office H33 s.r.o.,Hvězdova 1073/33 140 00 Praha 4Tel.:   +420 733 737 337,   +420 733 737 337,
Dental Office H33 s.r.o.,Londýnská 160/39 120 00 Praha 2,,
Dental Office s.r.o.,Spojenecká 653/8 415 01 Teplice,,
Dental Partners s.r.o.,Žitenická 871/5 190 00 Praha 9Tel.:  773453803E-mail:  info@dentalpartners.cz,  773453803,  info@dentalpartners.cz
Dental Planet s.r.o.,Pařížská 1351/2 301 00 PlzeňTel.:  605003564,  605003564,
DENTAL PRO s.r.o.,Vrchlického 690/18 415 01 Teplice,,
DENTAL PRO s.r.o.,Teplická 270 407 01 Jílové,,
DENTAL PRO s.r.o.,Kollárova 1879/11 415 01 TepliceTel.:  +420732933158,  +420732933158,
Dental Sedláček s.r.o.,Lozíbky 1320/69 614 00 BrnoTel.:  548524795,  548524795,
DENTAL SMILE s.r.o.,Plešivecká 130 381 01 Český KrumlovTel.:  380728585,  380728585,
DENTAL SPECIALIST Dr. Ilona Lorencová s.r.o.,U Nemocnice 3064 415 01 Teplice,,
DENTAL STUDIO H20 s.r.o.,Hlavní třída 3061/20 787 01 Šumperk,,
Dental Vita s.r.o.,Sokolovská 535/147 180 00 Praha 8Tel.:  776682422,  776682422,
Dental Zone Clinic s.r.o.,Olšanská 2666/7 130 00 Praha 3,,
Dental4YOU s.r.o.,Lidická 936/8 680 01 BoskoviceTel.:  731 074 479,  731 074 479,
DentalCare F-M s.r.o.,8. pěšího pluku 2389 738 01 Frýdek-Místek,,
DentalCare Louny s.r.o.,Zelené náměstí 3114 440 01 Louny,,
DentalCare Most s.r.o.,Vtelenská 1331/2 434 01 MostTel.:  602690247,  602690247,
Dentalcentre.cz s.r.o.,Mírové náměstí 316/2 360 01 Karlovy VaryTel.:  603 556 330E-mail:  zubni@lebedovi.com,  603 556 330,  zubni@lebedovi.com
DENTALCOMPLEX - CEREC SYSTÉM s.r.o.,Zahradní 2055/1a 733 01 FryštátTel.:  596346500,  596346500,
DentalCover s.r.o.,Kollárova 171/16 186 00 Praha 8Tel.:  222310776,  222310776,
DentalDetail s.r.o.,Na Hradbách 2632/18 702 00 Ostrava - Moravská OstravaTel.:  775238166E-mail:  recepce@dentaldetail.cz,  775238166,  recepce@dentaldetail.cz
DentalDual s.r.o.,Petra Křičky 688 675 71 Náměšť nad Oslavou,,
Dentalgrin s.r.o.,třída Komenského 1357/28 697 01 Kyjov,,
Dentalibor s.r.o.,Bratislavská 183/2 602 00 BrnoTel.:  545240752,  545240752,
"Dentalica Brno, s.r.o.",Dělnická 1222/53 624 00 Brno,,
Dentalife s.r.o.,Tř. 1. máje 633 330 12 Horní Bříza,,
Dentaline.CZ s.r.o.,Masarykovo náměstí 55 537 01 ChrudimTel.:  774694460E-mail:  ordinace@dentaline.cz,  774694460,  ordinace@dentaline.cz
DENTALIS Bohemia s.r.o.,Brněnská 361 664 82 Říčany u BrnaTel.:  731447595,  731447595,
DENTALIS Bohemia s.r.o.,"Karla Čapka 1656/13 66451 Šlapanice u BrnaTel.:  608084642, 736674919","  608084642, 736674919",
DENTALIS Bohemia s.r.o.,náměstí T.G.Masaryka 35 672 01 Moravský KrumlovTel.:  736674919,  736674919,
Dentalite s.r.o.,Nad studánkou 1018/9 140 00 Praha 4,,
DentalModern s.r.o.,Kartouzská 204/6 150 00 Praha 5,,
Dentální ateliér plus s.r.o.,"Repinova 3316/18 702 00 Ostrava - Moravská OstravaTel.:  596112183, 596112219","  596112183, 596112219",
Dentální centrum a laboratoř s.r.o.,Maxima Gorkého 981/ 18 431 91 Vejprty,,
"Dentální centrum Frymburk s.r.o. - č. p. 5, Frymburk",č. p. 5 382 79 Frymburk,,
Dentální centrum Fryšták s.r.o.,Komenského 5 763 14 Fryšták,,
Dentální centrum Karolina s.r.o.,"Důlní 3347/1 702 00 OstravaTel.:  597820110, 608155343E-mail:  varechaj@seznam.cz","  597820110, 608155343",  varechaj@seznam.cz
Dentální Centrum Klamovka s.r.o.,Plzeňská 155/113 150 00 Praha 5Tel.:  775 517 349E-mail:  info@dcklamovka.cz,  775 517 349,  info@dcklamovka.cz
Dentální centrum Kutná Hora s.r.o.,Čelakovského 478/16 284 01 Kutná Hora - Hlouška,,
Dentální centrum LFDENT s.r.o.,"tř. Svobody 32 779 00 OlomoucTel.:  774717400, 774518059E-mail:  info.lfdent@gmail.com","  774717400, 774518059",  info.lfdent@gmail.com
"Dentální centrum Mánesova s.r.o. - Mánesova 917/28, Praha 2",Mánesova 917/28 120 00 Praha 2Tel.:  736 190 383E-mail:  info@dcmanesova.cz,  736 190 383,  info@dcmanesova.cz
"Dentální Centrum MUDr. Kolín, s.r.o.",Františka Křížka 683/22 170 00 Praha 7Tel.:  233320155,  233320155,
Dentální centrum MUDr. Taha s.r.o.,Debřská 197/8 293 06 KosmonosyTel.:  326724301E-mail:  recepce@taha .cz,  326724301,  recepce@taha .cz
Dentální centrum Ostrava s.r.o.,"Bankovní 1826/6 702 00 Ostrava - Moravská OstravaTel.:  596116428, 608711140","  596116428, 608711140",
Dentální centrum Podkovka s.r.o.,Na Podkovce 270/4 147 00 Praha 4Tel.:  725094931E-mail:  info@podkovka.cz,  725094931,  info@podkovka.cz
Dentální centrum Rumburk s.r.o.,Matušova 1587/11 408 01 Rumburk,,
Dentální Centrum Urbánek s.r.o.,Londýnská 665/45 120 00 Praha 2,,
Dentální centrum Úsměv s.r.o.,Jiřího z Poděbrad 2000/12 276 01 Mělník,,
Dentální Centrum Z s.r.o.,Štefcova 1092/1 500 06 Hradec KrálovéTel.:  495270092,  495270092,
Dentální Centrum Z s.r.o.,Antonína Dvořáka 592/3 500 02 Hradec KrálovéTel.:  777298458,  777298458,
Dentální centrum Zolárek s.r.o.,Londýnská 135/29 120 00 Praha 2Tel.:  774 955 748E-mail:  info@dczolarek.cz,  774 955 748,  info@dczolarek.cz
Dentální klinika Hradčanská s.r.o.,"Tychonova 44/3 160 00 Praha 6Tel.:  606 399 904, 270 004 700E-mail:  hradcanska@dentalnikliniky.cz","  606 399 904, 270 004 700",  hradcanska@dentalnikliniky.cz
Dentální klinika Hradčanská s.r.o.,V hůrkách 1296/10 158 00 Praha 5,,
DENTÁLNÍ KLINIKA JAKOVIDIS s.r.o.,"U Staré elektrárny 291/11 710 00 Ostrava, Slezská OstravaTel.:  775520555",  775520555,
Dentální klinika Kladno s.r.o.,Sportovců 2457 272 01 KladnoTel.:  739630008,  739630008,
Dentální klinika LINEA s.r.o.,Palackého 128/47 466 04 Jablonec nad NisouTel.:  608254632E-mail:  info@dk-linea.cz,  608254632,  info@dk-linea.cz
DENTÁLNÍ KLINIKA s.r.o.,Nerudova 403 278 01 Kralupy nad VltavouTel.:  601506000,  601506000,
Dentální klinika v parku s.r.o.,park Petra Bezruče 1767 698 01 Veselí nad MoravouTel.:  519325917,  519325917,
Dentální praxe s.r.o.,687 37 Polešovice 757Tel.:  572593200,  572593200,
Dentalni s.r.o.,Boleslavova 1136/4 460 06 Liberec 6,,
Dentální studio KPD s.r.o.,Kpt. Jaroše 5572/35 722 00 Ostrava - TřeboviceTel.:  596911911,  596911911,
Dentální studio s.r.o.,Masarykova 111/190 400 01 Ústí nad LabemTel.:  734641739,  734641739,
Dentální studio SMILE s.r.o.,Nákupní 1127 252 42 Jesenice u Prahy,,
"DentAlo Slovanský dům, s.r.o.",Na Příkopě 859/22 110 00 Praha 1,,
DentalPark s.r.o.,Vítězná 1464/9 702 00 Ostrava - Moravská OstravaTel.:  775579759E-mail:  info@dental-park.cz,  775579759,  info@dental-park.cz
DentalPlus s.r.o.,Křenova 438/1 162 00 Praha 6Tel.:  605448376,  605448376,
DENTALPRAX prim s.r.o.,Hřbitovní 1001/22 741 01 Nový Jičín,,
DentalScope s.r.o.,Poštovní 39/2 702 00 OstravaTel.:  605 280 451,  605 280 451,
Dentalstyl s.r.o.,Dvouletky 1209/58 700 30 OstravaTel.:  605779477E-mail:  ordinace@dentalstyl.cz,  605779477,  ordinace@dentalstyl.cz
Dentalux Praha s.r.o.,Antala Staška 1670/80 140 00 Praha 4Tel.:  +420 773953717E-mail:  dentaluxpraha@seznam.cz,  +420 773953717,  dentaluxpraha@seznam.cz
Dentalvision s.r.o.,"V Lipkách 952/28 500 02 Hradec Králové, Pražské Předměstí",,
Dentaly s.r.o.,Lidická 667 258 01 Vlašim,,
DENTALZA s.r.o.,Sousedská 847/7 312 00 PlzeňTel.:  377266455,  377266455,
DENTANELA s.r.o.,Karlovo náměstí 555/31 120 00 Praha 2Tel.:  233375683E-mail:  dentanela@dentanela.cz,  233375683,  dentanela@dentanela.cz
Dentano s.r.o.,Školní 637/2 748 01 HlučínTel.:  773381183E-mail:  info@dentano.cz,  773381183,  info@dentano.cz
Dentap s.r.o.,Antonínova 4465 760 01 ZlínTel.:  577 215 362,  577 215 362,
Dentapan s.r.o.,Spořická 300/58 184 00 Praha 8Tel.:  605278178,  605278178,
Dentapiro s.r.o.,Dělnická 1222/53 624 00 Brno,,
"DENTARIA stomatologie, s.r.o.",Purkyňova 2640/93 612 00 BrnoTel.:  541321244,  541321244,
Dentario s.r.o.,Ohradní 1440/2a 140 00 Praha 4,,
Dentaris Praha s.r.o.,Olšanská 2666/7 130 00 Praha 3Tel.:  222716872,  222716872,
Dentárko s.r.o.,Purkyňova 2855/97a 612 00 Brno,,
DentArt Brno s.r.o.,Kozí 705/5 602 00 BrnoTel.:  773302626,  773302626,
DENTAS s.r.o.,Přemysla Otakara 370 537 01 Chrudim IVTel.:  469621171,  469621171,
Dentasmile UL s.r.o.,"Velká Hradební 3385/9 400 01 Ústí nad LabemTel.:  472731319, 606028898","  472731319, 606028898",
DENTASTOL s.r.o.,Nádražní 540 664 42 Modřice,,
Denta-Style Stomatologie s.r.o.,Krajířova 138/5 293 01 Mladá Boleslav ITel.:  731 319 208E-mail:  info@dentastyle.cz,  731 319 208,  info@dentastyle.cz
Dentatis s.r.o.,28. října 1660/14 466 01 Jablonec nad Nisou,,
DENTATOR CZ s.r.o.,Kostelní 96/23 702 00 OstravaTel.:  777130067,  777130067,
dentatum s.r.o.,Palackého 60 503 15 NechaniceTel.:  495441620,  495441620,
DentAurum s.r.o.,Masarykovo nám. 1129 763 12 VizoviceTel.:  577453485E-mail:  zubni.simkova@seznam.cz,  577453485,  zubni.simkova@seznam.cz
Dentavia Group s.r.o.,Slovanská 1362/160 32600 Plzen,,
Dentavia Group s.r.o.,"Slovanská 1362/160 326 00 PlzeňTel.:  377310475, 607775407E-mail:  info@dentavia.cz","  377310475, 607775407",  info@dentavia.cz
dentavia s.r.o.,2. květen 3646 760 01 ZlínTel.:  577438677,  577438677,
DENTBOX s.r.o.,Hamerská 130/56 362 15 Březová u Karlových VarTel.:  353225567,  353225567,
Dentcare s.r.o.,Masarykova 486 468 22 Železný BrodTel.:  483389271,  483389271,
